timestamp,latitude,longitude,type,amplitude_ka,height_m,num_sensors
2026-09-01T11:42:18.407469359Z,22.612979,128.958462,Cloud to Cloud,9068,4407,7
2026-09-01T11:42:18.406333290Z,22.740133,128.989968,Cloud to Cloud,-7300,5443,7
2026-09-01T11:42:18.638886842Z,19.137538,128.451105,Cloud to Cloud,-3010,7517,5
2026-09-01T11:42:18.506604047Z,19.160818,128.268318,Cloud to Ground,11318,0,8
2026-09-01T11:42:19.219123409Z,19.184963,128.569493,Cloud to Cloud,-8659,4579,7
2026-09-01T11:42:20.171387000Z,3.2405,116.1485,Cloud to Ground,19021,0,6
2026-09-01T11:42:22.475815470Z,6.194219,116.89405,Cloud to Cloud,-18381,18252,10
2026-09-01T11:42:25.470777958Z,5.783883,117.811824,Cloud to Cloud,-16344,3013,9
2026-09-01T11:42:25.505277662Z,5.66332,117.783949,Cloud to Cloud,9422,6092,7
2026-09-01T11:42:32.574706975Z,6.172698,117.000889,Cloud to Cloud,-6888,18537,7
2026-09-01T11:42:32.545872544Z,6.072757,116.914663,Cloud to Cloud,-14090,3020,9
2026-09-01T11:42:33.062338111Z,6.263761,116.960558,Cloud to Cloud,-9549,3016,6
2026-09-01T11:42:33.691104365Z,3.192908,116.268475,Cloud to Cloud,13505,5927,8
2026-09-01T11:42:33.328614000Z,8.4813,125.7287,Cloud to Ground,-21427,0,11
2026-09-01T11:42:39.299045246Z,3.395419,116.113844,Cloud to Ground,-13491,0,8
2026-09-01T11:42:40.337328872Z,5.693877,117.754156,Cloud to Ground,28585,0,9
2026-09-01T11:42:43.365272782Z,5.685738,117.776087,Cloud to Ground,-11424,0,12
2026-09-01T11:42:44.299736252Z,3.204098,116.142216,Cloud to Ground,-10750,0,9
2026-09-01T11:42:45.094731413Z,3.348774,116.130129,Cloud to Cloud,-13452,3214,27
2026-09-01T11:42:45.073345962Z,3.351125,116.129615,Cloud to Ground,9761,0,9
2026-09-01T11:42:44.916616260Z,3.382376,116.09678,Cloud to Ground,11715,0,8
2026-09-01T11:42:46.046568469Z,22.239826,129.258715,Cloud to Cloud,12172,11362,8
2026-09-01T11:42:46.132725921Z,22.492554,129.101143,Cloud to Cloud,3964,19813,7
2026-09-01T11:42:46.012434982Z,22.419405,129.276492,Cloud to Cloud,-14980,14960,8
2026-09-01T11:42:46.010287669Z,22.395287,129.197615,Cloud to Ground,50300,0,8
2026-09-01T11:42:47.641543659Z,21.727228,130.029919,Cloud to Cloud,-11039,17067,8
2026-09-01T11:42:47.479577140Z,21.787255,130.149831,Cloud to Cloud,-9874,5726,8
2026-09-01T11:42:47.451377272Z,21.815541,130.107398,Cloud to Cloud,-9365,3123,12
2026-09-01T11:42:47.459143409Z,21.777623,130.205306,Cloud to Ground,-8384,0,12
2026-09-01T11:42:47.503929194Z,21.800354,130.202403,Cloud to Ground,-7347,0,7
2026-09-01T11:42:47.506412469Z,21.861414,130.147304,Cloud to Ground,-5074,0,8
2026-09-01T11:42:47.449554351Z,21.732078,130.1187,Cloud to Cloud,15950,3504,12
2026-09-01T11:42:47.662858561Z,21.650612,130.216223,Cloud to Cloud,12809,6525,5
2026-09-01T11:42:49.744943312Z,19.027667,128.337719,Cloud to Cloud,8557,18097,8
2026-09-01T11:42:49.692957613Z,19.120392,128.453422,Cloud to Cloud,11661,4993,6
2026-09-01T11:42:49.569739281Z,19.111072,128.463149,Cloud to Ground,13100,0,11
2026-09-01T11:42:49.590226000Z,19.2103,128.483,Cloud to Ground,9127,0,7
2026-09-01T11:42:51.053115594Z,5.764696,117.788448,Cloud to Cloud,-11606,6107,12
2026-09-01T11:42:57.636424882Z,4.224929,116.434016,Cloud to Ground,-12652,0,7
2026-09-01T11:42:57.251103453Z,4.263935,116.381981,Cloud to Ground,18929,0,10
2026-09-01T11:42:59.775601542Z,19.044483,127.567537,Cloud to Cloud,13968,16327,11
2026-09-01T11:42:59.779963598Z,19.097874,127.487297,Cloud to Cloud,5299,12886,13
